Date,CL=F_closing_price,BZ=F_closing_price,GC=F_closing_price,SI=F_closing_price,NG=F_closing_price,ZC=F_closing_price,ZW=F_closing_price,ZS=F_closing_price,HG=F_closing_price,PL=F_closing_price,PA=F_closing_price
14/07/1998,,,,,,,,,,388.8999938964844,
15/07/1998,,,,,,,,,,392.2999877929688,
16/07/1998,,,,,,,,,,402.0,
17/07/1998,,,,,,,,,,402.0,
20/07/1998,,,,,,,,,,396.6000061035156,
21/07/1998,,,,,,,,,,387.0,
22/07/1998,,,,,,,,,,383.5,
23/07/1998,,,,,,,,,,381.2000122070313,
24/07/1998,,,,,,,,,,378.7999877929688,
27/07/1998,,,,,,,,,,375.5,
28/07/1998,,,,,,,,,,383.5,
29/07/1998,,,,,,,,,,380.5,
30/07/1998,,,,,,,,,,380.7000122070313,
31/07/1998,,,,,,,,,,377.6000061035156,
03/08/1998,,,,,,,,,,371.2000122070313,
04/08/1998,,,,,,,,,,377.0,
05/08/1998,,,,,,,,,,380.3999938964844,
06/08/1998,,,,,,,,,,386.7999877929688,
07/08/1998,,,,,,,,,,382.2999877929688,
10/08/1998,,,,,,,,,,381.5,
11/08/1998,,,,,,,,,,377.1000061035156,
12/08/1998,,,,,,,,,,374.3999938964844,
13/08/1998,,,,,,,,,,377.5,
14/08/1998,,,,,,,,,,370.2999877929688,
17/08/1998,,,,,,,,,,366.2000122070313,
18/08/1998,,,,,,,,,,370.3999938964844,
19/08/1998,,,,,,,,,,371.7999877929688,
20/08/1998,,,,,,,,,,373.7999877929688,
21/08/1998,,,,,,,,,,370.2999877929688,
24/08/1998,,,,,,,,,,372.7000122070313,
25/08/1998,,,,,,,,,,366.7999877929688,
26/08/1998,,,,,,,,,,362.0,
27/08/1998,,,,,,,,,,354.70001220703125,
28/08/1998,,,,,,,,,,355.6000061035156,
31/08/1998,,,,,,,,,,359.5,
01/09/1998,,,,,,,,,,364.8999938964844,
02/09/1998,,,,,,,,,,369.8999938964844,
03/09/1998,,,,,,,,,,370.1000061035156,
04/09/1998,,,,,,,,,,367.2000122070313,
08/09/1998,,,,,,,,,,361.2000122070313,
09/09/1998,,,,,,,,,,359.70001220703125,
10/09/1998,,,,,,,,,,365.5,
11/09/1998,,,,,,,,,,366.2999877929688,
14/09/1998,,,,,,,,,,367.3999938964844,
15/09/1998,,,,,,,,,,368.6000061035156,
16/09/1998,,,,,,,,,,361.8999938964844,
17/09/1998,,,,,,,,,,360.3999938964844,
18/09/1998,,,,,,,,,,363.3999938964844,
21/09/1998,,,,,,,,,,356.1000061035156,
22/09/1998,,,,,,,,,,353.29998779296875,
23/09/1998,,,,,,,,,,355.5,
24/09/1998,,,,,,,,,,360.8999938964844,
25/09/1998,,,,,,,,,,355.1000061035156,
28/09/1998,,,,,,,,,,353.79998779296875,290.54998779296875
29/09/1998,,,,,,,,,,347.20001220703125,282.0
30/09/1998,,,,,,,,,,353.3999938964844,281.1499938964844
01/10/1998,,,,,,,,,,350.3999938964844,284.5
02/10/1998,,,,,,,,,,348.0,283.5
05/10/1998,,,,,,,,,,337.3999938964844,280.0
06/10/1998,,,,,,,,,,342.20001220703125,282.6000061035156
07/10/1998,,,,,,,,,,352.0,286.29998779296875
08/10/1998,,,,,,,,,,349.5,282.75
09/10/1998,,,,,,,,,,344.5,283.75
12/10/1998,,,,,,,,,,342.5,278.5
13/10/1998,,,,,,,,,,344.29998779296875,279.0
14/10/1998,,,,,,,,,,341.0,278.0
15/10/1998,,,,,,,,,,343.0,275.0
16/10/1998,,,,,,,,,,346.70001220703125,280.95001220703125
19/10/1998,,,,,,,,,,338.0,276.0
20/10/1998,,,,,,,,,,337.0,272.75
21/10/1998,,,,,,,,,,342.5,275.0
22/10/1998,,,,,,,,,,337.8999938964844,273.8500061035156
23/10/1998,,,,,,,,,,340.70001220703125,276.79998779296875
26/10/1998,,,,,,,,,,341.70001220703125,275.5
27/10/1998,,,,,,,,,,344.6000061035156,282.04998779296875
28/10/1998,,,,,,,,,,339.1000061035156,281.0
29/10/1998,,,,,,,,,,336.70001220703125,276.6000061035156
30/10/1998,,,,,,,,,,336.3999938964844,277.0
02/11/1998,,,,,,,,,,338.29998779296875,273.0
03/11/1998,,,,,,,,,,341.0,272.75
04/11/1998,,,,,,,,,,346.6000061035156,275.0
05/11/1998,,,,,,,,,,346.29998779296875,276.0
06/11/1998,,,,,,,,,,341.5,272.6000061035156
09/11/1998,,,,,,,,,,338.29998779296875,271.20001220703125
10/11/1998,,,,,,,,,,337.5,272.3999938964844
11/11/1998,,,,,,,,,,339.79998779296875,273.5
12/11/1998,,,,,,,,,,350.79998779296875,278.25
13/11/1998,,,,,,,,,,348.6000061035156,277.5
16/11/1998,,,,,,,,,,352.0,278.5
17/11/1998,,,,,,,,,,348.8999938964844,280.8500061035156
18/11/1998,,,,,,,,,,352.3999938964844,292.5
19/11/1998,,,,,,,,,,362.2999877929688,306.6000061035156
20/11/1998,,,,,,,,,,357.5,293.6499938964844
23/11/1998,,,,,,,,,,352.3999938964844,281.25
24/11/1998,,,,,,,,,,354.6000061035156,275.95001220703125
25/11/1998,,,,,,,,,,354.0,277.79998779296875
30/11/1998,,,,,,,,,,355.29998779296875,274.0
01/12/1998,,,,,,,,,,352.1000061035156,272.6499938964844
02/12/1998,,,,,,,,,,346.70001220703125,272.6000061035156
03/12/1998,,,,,,,,,,347.70001220703125,272.0
04/12/1998,,,,,,,,,,348.5,272.20001220703125
07/12/1998,,,,,,,,,,348.0,270.75
08/12/1998,,,,,,,,,,346.79998779296875,274.04998779296875
09/12/1998,,,,,,,,,,352.5,284.8500061035156
10/12/1998,,,,,,,,,,350.8999938964844,298.6499938964844
11/12/1998,,,,,,,,,,350.79998779296875,292.79998779296875
14/12/1998,,,,,,,,,,348.79998779296875,291.5
15/12/1998,,,,,,,,,,351.79998779296875,294.6499938964844
16/12/1998,,,,,,,,,,356.70001220703125,317.8999938964844
17/12/1998,,,,,,,,,,349.5,326.8999938964844
18/12/1998,,,,,,,,,,344.70001220703125,311.79998779296875
21/12/1998,,,,,,,,,,344.0,314.8999938964844
22/12/1998,,,,,,,,,,343.20001220703125,313.8999938964844
23/12/1998,,,,,,,,,,345.70001220703125,314.0
24/12/1998,,,,,,,,,,343.70001220703125,312.54998779296875
28/12/1998,,,,,,,,,,347.70001220703125,319.20001220703125
29/12/1998,,,,,,,,,,357.5,325.6499938964844
30/12/1998,,,,,,,,,,361.3999938964844,327.95001220703125
31/12/1998,,,,,,,,,,364.5,332.1499938964844
04/01/1999,,,,,,,,,,363.7999877929688,339.45001220703125
05/01/1999,,,,,,,,,,357.1000061035156,328.75
06/01/1999,,,,,,,,,,355.6000061035156,318.95001220703125
07/01/1999,,,,,,,,,,360.20001220703125,310.5
08/01/1999,,,,,,,,,,360.3999938964844,317.0
11/01/1999,,,,,,,,,,364.1000061035156,316.75
12/01/1999,,,,,,,,,,355.5,314.5
13/01/1999,,,,,,,,,,354.20001220703125,310.5
14/01/1999,,,,,,,,,,353.3999938964844,312.79998779296875
15/01/1999,,,,,,,,,,352.0,310.0
19/01/1999,,,,,,,,,,353.5,322.1000061035156
20/01/1999,,,,,,,,,,353.70001220703125,318.3999938964844
21/01/1999,,,,,,,,,,353.20001220703125,320.0
22/01/1999,,,,,,,,,,349.1000061035156,321.04998779296875
25/01/1999,,,,,,,,,,352.5,325.0
26/01/1999,,,,,,,,,,353.5,326.75
27/01/1999,,,,,,,,,,347.5,329.0
28/01/1999,,,,,,,,,,344.1000061035156,331.75
29/01/1999,,,,,,,,,,346.8999938964844,336.5
01/02/1999,,,,,,,,,,349.6000061035156,343.6499938964844
02/02/1999,,,,,,,,,,355.6000061035156,340.75
03/02/1999,,,,,,,,,,354.8999938964844,351.0
04/02/1999,,,,,,,,,,362.0,362.7000122070313
05/02/1999,,,,,,,,,,356.3999938964844,346.0
08/02/1999,,,,,,,,,,355.0,346.0
09/02/1999,,,,,,,,,,359.5,351.5
10/02/1999,,,,,,,,,,361.0,356.8999938964844
11/02/1999,,,,,,,,,,364.6000061035156,354.0
12/02/1999,,,,,,,,,,370.6000061035156,357.5
16/02/1999,,,,,,,,,,367.2000122070313,350.0
17/02/1999,,,,,,,,,,365.3999938964844,344.1000061035156
18/02/1999,,,,,,,,,,376.1000061035156,358.0
19/02/1999,,,,,,,,,,376.1000061035156,353.20001220703125
22/02/1999,,,,,,,,,,377.3999938964844,347.3999938964844
23/02/1999,,,,,,,,,,384.1000061035156,346.3999938964844
24/02/1999,,,,,,,,,,383.2000122070313,350.6000061035156
25/02/1999,,,,,,,,,,380.3999938964844,356.0
26/02/1999,,,,,,,,,,381.7000122070313,350.6000061035156
01/03/1999,,,,,,,,,,380.1000061035156,350.0
02/03/1999,,,,,,,,,,376.2000122070313,353.29998779296875
03/03/1999,,,,,,,,,,372.2000122070313,346.6000061035156
04/03/1999,,,,,,,,,,373.1000061035156,346.8500061035156
05/03/1999,,,,,,,,,,377.2000122070313,347.0
08/03/1999,,,,,,,,,,378.5,348.45001220703125
09/03/1999,,,,,,,,,,375.5,347.6000061035156
10/03/1999,,,,,,,,,,368.7000122070313,347.0
11/03/1999,,,,,,,,,,369.3999938964844,347.0
12/03/1999,,,,,,,,,,366.8999938964844,350.3999938964844
15/03/1999,,,,,,,,,,364.2000122070313,351.95001220703125
16/03/1999,,,,,,,,,,366.1000061035156,352.0
17/03/1999,,,,,,,,,,368.7999877929688,349.75
18/03/1999,,,,,,,,,,369.3999938964844,352.0
19/03/1999,,,,,,,,,,371.7000122070313,359.20001220703125
22/03/1999,,,,,,,,,,375.1000061035156,359.79998779296875
23/03/1999,,,,,,,,,,376.0,357.75
24/03/1999,,,,,,,,,,373.1000061035156,357.5
25/03/1999,,,,,,,,,,370.6000061035156,363.75
26/03/1999,,,,,,,,,,372.2000122070313,370.5
29/03/1999,,,,,,,,,,359.5,362.75
30/03/1999,,,,,,,,,,358.0,360.0
31/03/1999,,,,,,,,,,359.1000061035156,358.20001220703125
01/04/1999,,,,,,,,,,359.0,353.8500061035156
05/04/1999,,,,,,,,,,359.6000061035156,356.0
06/04/1999,,,,,,,,,,354.20001220703125,361.0
07/04/1999,,,,,,,,,,355.3999938964844,365.1000061035156
08/04/1999,,,,,,,,,,355.6000061035156,358.8500061035156
09/04/1999,,,,,,,,,,357.70001220703125,363.75
12/04/1999,,,,,,,,,,359.6000061035156,365.25
13/04/1999,,,,,,,,,,360.3999938964844,366.2000122070313
14/04/1999,,,,,,,,,,358.29998779296875,366.8999938964844
15/04/1999,,,,,,,,,,361.2000122070313,368.1499938964844
16/04/1999,,,,,,,,,,362.3999938964844,371.5
19/04/1999,,,,,,,,,,365.2999877929688,381.2000122070313
20/04/1999,,,,,,,,,,363.0,385.0499877929688
21/04/1999,,,,,,,,,,360.7999877929688,376.8999938964844
22/04/1999,,,,,,,,,,356.6000061035156,371.1499938964844
23/04/1999,,,,,,,,,,355.1000061035156,355.95001220703125
26/04/1999,,,,,,,,,,354.20001220703125,349.75
27/04/1999,,,,,,,,,,356.5,351.0
28/04/1999,,,,,,,,,,353.5,335.5
29/04/1999,,,,,,,,,,350.70001220703125,340.8999938964844
30/04/1999,,,,,,,,,,354.5,308.0
03/05/1999,,,,,,,,,,348.20001220703125,296.29998779296875
04/05/1999,,,,,,,,,,350.0,288.04998779296875
05/05/1999,,,,,,,,,,352.8999938964844,294.20001220703125
06/05/1999,,,,,,,,,,357.70001220703125,313.45001220703125
07/05/1999,,,,,,,,,,356.8999938964844,336.1000061035156
10/05/1999,,,,,,,,,,354.6000061035156,329.0
11/05/1999,,,,,,,,,,355.1000061035156,333.0
12/05/1999,,,,,,,,,,356.29998779296875,337.0
13/05/1999,,,,,,,,,,358.6000061035156,342.25
14/05/1999,,,,,,,,,,357.5,343.0
17/05/1999,,,,,,,,,,356.0,340.5
18/05/1999,,,,,,,,,,356.5,341.20001220703125
19/05/1999,,,,,,,,,,355.79998779296875,336.0
20/05/1999,,,,,,,,,,356.8999938964844,328.0
21/05/1999,,,,,,,,,,358.3999938964844,336.95001220703125
24/05/1999,,,,,,,,,,359.6000061035156,333.04998779296875
25/05/1999,,,,,,,,,,359.70001220703125,338.0
26/05/1999,,,,,,,,,,364.0,341.5
27/05/1999,,,,,,,,,,365.6000061035156,342.0
28/05/1999,,,,,,,,,,365.3999938964844,341.6499938964844
01/06/1999,,,,,,,,,,362.1000061035156,342.45001220703125
02/06/1999,,,,,,,,,,363.5,344.5
03/06/1999,,,,,,,,,,367.5,343.25
04/06/1999,,,,,,,,,,366.0,344.5
07/06/1999,,,,,,,,,,363.1000061035156,345.5
08/06/1999,,,,,,,,,,364.1000061035156,347.3999938964844
09/06/1999,,,,,,,,,,366.7000122070313,351.0
10/06/1999,,,,,,,,,,368.2000122070313,350.3999938964844
11/06/1999,,,,,,,,,,368.5,344.29998779296875
14/06/1999,,,,,,,,,,362.7000122070313,336.29998779296875
15/06/1999,,,,,,,,,,356.20001220703125,337.6499938964844
16/06/1999,,,,,,,,,,353.70001220703125,337.0
17/06/1999,,,,,,,,,,349.79998779296875,338.95001220703125
18/06/1999,,,,,,,,,,352.29998779296875,341.5
21/06/1999,,,,,,,,,,343.29998779296875,334.5
22/06/1999,,,,,,,,,,347.1000061035156,332.5
23/06/1999,,,,,,,,,,348.20001220703125,325.79998779296875
24/06/1999,,,,,,,,,,348.79998779296875,329.75
25/06/1999,,,,,,,,,,348.20001220703125,329.29998779296875
28/06/1999,,,,,,,,,,348.70001220703125,327.5
29/06/1999,,,,,,,,,,347.8999938964844,323.25
30/06/1999,,,,,,,,,,351.0,320.29998779296875
01/07/1999,,,,,,,,,,350.0,321.5
02/07/1999,,,,,,,,,,347.6000061035156,318.5
06/07/1999,,,,,,,,,,346.0,316.0
07/07/1999,,,,,,,,,,348.5,321.0
08/07/1999,,,,,,,,,,356.0,331.0
09/07/1999,,,,,,,,,,354.0,331.0
12/07/1999,,,,,,,,,,351.5,335.0
13/07/1999,,,,,,,,,,351.5,339.0
14/07/1999,,,,,,,,,,350.5,343.0
15/07/1999,,,,,,,,,,348.5,338.0
16/07/1999,,,,,,,,,,348.5,337.0
19/07/1999,,,,,,,,,,351.0,337.0
20/07/1999,,,,,,,,,,359.0,338.5
21/07/1999,,,,,,,,,,353.20001220703125,342.0
22/07/1999,,,,,,,,,,353.70001220703125,342.0
23/07/1999,,,,,,,,,,354.70001220703125,344.0
26/07/1999,,,,,,,,,,362.0,343.0
27/07/1999,,,,,,,,,,354.0,338.0
28/07/1999,,,,,,,,,,345.0,339.5
29/07/1999,,,,,,,,,,345.5,343.0
30/07/1999,,,,,,,,,,344.0,338.0
02/08/1999,,,,,,,,,,345.5,333.5
03/08/1999,,,,,,,,,,351.20001220703125,337.0
04/08/1999,,,,,,,,,,353.5,341.8999938964844
05/08/1999,,,,,,,,,,351.5,339.75
06/08/1999,,,,,,,,,,351.79998779296875,341.5
09/08/1999,,,,,,,,,,353.0,345.0
10/08/1999,,,,,,,,,,350.1000061035156,340.0
11/08/1999,,,,,,,,,,352.0,342.0
12/08/1999,,,,,,,,,,352.0,342.5
13/08/1999,,,,,,,,,,351.0,339.0
16/08/1999,,,,,,,,,,344.70001220703125,338.5
17/08/1999,,,,,,,,,,348.29998779296875,338.5
18/08/1999,,,,,,,,,,353.0,342.0
19/08/1999,,,,,,,,,,353.0,345.0
20/08/1999,,,,,,,,,,356.0,346.0
23/08/1999,,,,,,,,,,352.0,346.0
24/08/1999,,,,,,,,,,349.0,344.0
25/08/1999,,,,,,,,,,347.20001220703125,341.0
26/08/1999,,,,,,,,,,349.5,339.0
27/08/1999,,,,,,,,,,347.3999938964844,335.8500061035156
30/08/1999,,,,,,,,,,348.20001220703125,337.79998779296875
31/08/1999,,,,,,,,,,350.3999938964844,341.95001220703125
01/09/1999,,,,,,,,,,348.0,344.0
02/09/1999,,,,,,,,,,353.3999938964844,353.45001220703125
03/09/1999,,,,,,,,,,348.6000061035156,352.54998779296875
07/09/1999,,,,,,,,,,355.5,360.25
08/09/1999,,,,,,,,,,354.5,354.8500061035156
09/09/1999,,,,,,,,,,360.8999938964844,363.8500061035156
10/09/1999,,,,,,,,,,365.5,365.6499938964844
13/09/1999,,,,,,,,,,373.5,371.25
14/09/1999,,,,,,,,,,376.5,373.0
15/09/1999,,,,,,,,,,373.3999938964844,370.0
16/09/1999,,,,,,,,,,374.1000061035156,373.2999877929688
17/09/1999,,,,,,,,,,372.5,366.6000061035156
20/09/1999,,,,,,,,,,373.3999938964844,365.0
21/09/1999,,,,,,,,,,379.0,369.7000122070313
22/09/1999,,,,,,,,,,375.7999877929688,369.5
23/09/1999,,,,,,,,,,374.0,366.9500122070313
24/09/1999,,,,,,,,,,368.5,361.3999938964844
27/09/1999,,,,,,,,,,380.6000061035156,366.6000061035156
28/09/1999,,,,,,,,,,407.7999877929688,378.1499938964844
29/09/1999,,,,,,,,,,407.2000122070313,391.8500061035156
30/09/1999,,,,,,,,,,388.8999938964844,369.3999938964844
01/10/1999,,,,,,,,,,395.2999877929688,376.75
04/10/1999,,,,,,,,,,404.0,389.0
05/10/1999,,,,,,,,,,397.0,384.75
06/10/1999,,,,,,,,,,406.2999877929688,382.0
07/10/1999,,,,,,,,,,411.6000061035156,389.75
08/10/1999,,,,,,,,,,411.7999877929688,386.75
11/10/1999,,,,,,,,,,415.2000122070313,391.6000061035156
12/10/1999,,,,,,,,,,425.7000122070313,393.0
13/10/1999,,,,,,,,,,425.3999938964844,382.8500061035156
14/10/1999,,,,,,,,,,427.5,378.0
15/10/1999,,,,,,,,,,421.0,377.75
18/10/1999,,,,,,,,,,419.6000061035156,375.0
19/10/1999,,,,,,,,,,422.0,379.5
20/10/1999,,,,,,,,,,428.7000122070313,387.8999938964844
21/10/1999,,,,,,,,,,426.7000122070313,385.0
22/10/1999,,,,,,,,,,430.1000061035156,391.5
25/10/1999,,,,,,,,,,428.6000061035156,393.1000061035156
26/10/1999,,,,,,,,,,413.6000061035156,392.0
27/10/1999,,,,,,,,,,404.3999938964844,391.1499938964844
28/10/1999,,,,,,,,,,406.2999877929688,391.0
29/10/1999,,,,,,,,,,401.2000122070313,393.6000061035156
01/11/1999,,,,,,,,,,400.2999877929688,391.75
02/11/1999,,,,,,,,,,400.3999938964844,390.7000122070313
03/11/1999,,,,,,,,,,402.2000122070313,392.1499938964844
04/11/1999,,,,,,,,,,405.5,394.7999877929688
05/11/1999,,,,,,,,,,402.2999877929688,396.0
08/11/1999,,,,,,,,,,404.6000061035156,396.5
09/11/1999,,,,,,,,,,414.8999938964844,403.1499938964844
10/11/1999,,,,,,,,,,426.8999938964844,413.6499938964844
11/11/1999,,,,,,,,,,421.5,414.0
12/11/1999,,,,,,,,,,423.0,414.6000061035156
15/11/1999,,,,,,,,,,428.5,414.5
16/11/1999,,,,,,,,,,426.5,407.0
17/11/1999,,,,,,,,,,429.2999877929688,409.75
18/11/1999,,,,,,,,,,414.0,398.5
19/11/1999,,,,,,,,,,404.1000061035156,395.5
22/11/1999,,,,,,,,,,405.7000122070313,404.0
23/11/1999,,,,,,,,,,402.6000061035156,404.5
24/11/1999,,,,,,,,,,406.7999877929688,403.3999938964844
29/11/1999,,,,,,,,,,407.6000061035156,398.0
30/11/1999,,,,,,,,,,418.7999877929688,397.2999877929688
01/12/1999,,,,,,,,,,421.7000122070313,397.5
